Etablissement,Ville,Département,Sélectif,Type de formation,Filière sélectionnée
Université de Rennes (EPE),Rennes,35.0,False,Licence_Las,Portail Droit Science politique - Rennes
Université de Rennes (EPE),Rennes,35.0,False,Licence_Las,"Informatique, sciences et technologies du numérique"
Université de Franche-Comté - Site de Besançon,Besançon,25.0,False,PASS,Parcours d'Accès Spécifique Santé (PASS)
Université de Rennes (EPE),Rennes,35.0,False,PASS,Parcours d'Accès Spécifique Santé (PASS)
Aix-Marseille Université - Site d'Aix-en-Provence,Aix-en-Provence,13.0,False,Licence,LEA Anglais-Allemand
Université de Cergy-Pontoise - CY SUP,Cergy,95.0,False,Licence,Biologie et Ingénierie
CPI Rennes (ENS Chimie Rennes),Rennes,35.0,True,Ecole d'Ingénieur,Bac STL (Spécialité SPCL)
Université Paris Nanterre,Nanterre,92.0,True,Licence,Double licence mention Droit - mention Philosophie
Université Paris Nanterre,Nanterre,92.0,True,Licence,Double Licence mention Droit - mention Histoire
Aix-Marseille Université - Site d'Aix-en-Provence,Aix-en-Provence,13.0,False,Licence,LEA Anglais-Russe
Université de Franche-Comté - Site de Besançon,Besançon,25.0,False,PASS,Parcours d'Accès Spécifique Santé (PASS)
Université Clermont Auvergne,Clermont-Ferrand,63.0,False,Licence_Las,Mathématiques - Physique SPI
Université Toulouse 3 Paul Sabatier,Toulouse,31.0,False,Licence_Las,"Electronique, énergie électrique, automatique"
Université Toulouse 3 Paul Sabatier,Toulouse,31.0,False,Licence_Las,Mécanique
Université Clermont Auvergne,Clermont-Ferrand,63.0,False,Licence,Anglais (en présentiel)
Université de la Réunion - Le Tampon,Le Tampon,974.0,False,Licence_Las,: Université de la Réunion - Le Tampon
Université de La Réunion - Saint Denis,Saint-Denis,974.0,False,Licence_Las,: Université de La Réunion - Saint Denis
Université de la Réunion - Le Tampon,Le Tampon,974.0,False,Licence_Las,Sciences pour la santé
Université de Franche-Comté - Site de Besançon,Besançon,25.0,False,PASS,Parcours d'Accès Spécifique Santé (PASS)
Université de la Réunion - Le Tampon,Le Tampon,974.0,False,Licence_Las,Sciences et Techniques des Activités Physiques et Sportives
Université de La Réunion - Saint Denis,Saint-Denis,974.0,False,PASS,Parcours d'Accès Spécifique Santé (PASS)
Université de La Réunion - Saint Denis,Saint-Denis,974.0,False,PASS,Parcours d'Accès Spécifique Santé (PASS)
Lycée Jean Lurçat,Martigues,13.0,True,BTS,Architectures en Métal : conception et Réalisation
Université de Bourgogne - site de Dijon,Dijon,21.0,False,Licence_Las,Sciences de la vie / Sciences de la terre
CREPS de Poitiers - Antenne de Limoges,Limoges,87.0,True,Autre formation,Spécialité Educateur sportif - Mention Activités physiques pour tous
Université de Bourgogne - site de Dijon,Dijon,21.0,False,PASS,Parcours d'Accès Spécifique Santé (PASS)
Université de Caen Normandie,Caen,14.0,False,Licence_Las,Psychologie
Université Angers,Angers,49.0,False,Licence_Las,Droit
Université Angers-Campus de Cholet,Cholet,49.0,False,Licence_Las,Histoire
Université Savoie Mont Blanc - Chambéry,Jacob-Bellecombette,73.0,False,Licence_Las,Psychologie
Lycée professionnel Edmond Rostand,Marseille  6e  Arrondissement,13.0,True,Autre formation,secrétariat médical
Université de Tours,Tours,37.0,False,Licence_Las,Economie
Université de Bordeaux - Antenne de Périgueux,Périgueux,24.0,False,Licence,Administration économique et sociale
Université de Franche-Comté - Site de Montbéliard,Montbéliard,25.0,True,Autre formation,"Parcours natation, activités aquatiques et surveillance"
Université de Brest,Brest,29.0,False,Licence_Las,Economie et management
Lycée CADENELLE,Marseille 12e  Arrondissement,13.0,True,BTS,Tourisme
"Universite Jean Monnet, Saint-Etienne",Saint-Etienne,42.0,False,PASS,Parcours d'Accès Spécifique Santé (PASS)
Lycée St Jean,Salon-de-Provence,13.0,True,BTS,Comptabilité et gestion
Ecole Universitaire de premier cycle - Campus d'Orsay Université Paris-Saclay,Orsay,91.0,False,PASS,Parcours d'Accès Spécifique Santé (PASS)
Nantes Université,Nantes,44.0,False,PASS,Parcours d'Accès Spécifique Santé (PASS)
Polytech Clermont,Aubière,63.0,True,Ecole d'Ingénieur,Bac général
Institut Catholique de Lyon,Lyon 2e  Arrondissement,69.0,True,Licence,Métiers de la culture
Aix-Marseille Université - Site de Marseille Timone,Marseille  5e  Arrondissement,13.0,False,PASS,PORTAIL ADMINISTRATION ECONOMIQUE ET SOCIALE-ECONOMIE ET GESTION-GESTION
Lycée Georges Duby,Aix-en-Provence,13.0,True,BTS,Commerce International
Aix-Marseille Université - Site de Marseille Timone,Marseille  5e  Arrondissement,13.0,True,IFSI,Certificat de capacité d'Orthophoniste
Université de Bourgogne - site de Nevers,Nevers,58.0,False,PASS,Parcours d'Accès Spécifique Santé (PASS)
Université Paris 8,Saint-Denis,93.0,False,Licence,Anglais / Arabe
Université Paris 8,Saint-Denis,93.0,False,Licence,Anglais / Portugais
Université Paris 8,Saint-Denis,93.0,False,Licence,Anglais / Allemand
Université Paris 8,Saint-Denis,93.0,False,Licence,Allemand / Arabe
Université de Rouen Normandie - Campus Martainville Rouen - UFR Santé,Rouen,76.0,True,IFSI,Certificat de capacité d'Orthophoniste
Lycée Jean Rostand,Caen,14.0,True,BTS,Gestion de la PME
Université de Brest,Brest,29.0,False,PASS,Parcours d'Accès Spécifique Santé (PASS)
Université de Brest,Brest,29.0,False,PASS,Parcours d'Accès Spécifique Santé (PASS)
Lycée Jean Rostand,Caen,14.0,True,BTS,Comptabilité et gestion
Lycée Jean Rostand,Caen,14.0,True,BTS,Services informatiques aux organisations
Université Paris- Est-Créteil Val de Marne - UPEC (Paris 12),Créteil,94.0,False,Licence,Education et enseignement
Lycée Jean Rostand,Caen,14.0,True,BTS,Economie sociale familiale
Université Paris- Est-Créteil Val de Marne - UPEC (Paris 12),Créteil,94.0,False,Licence_Las,Parcours Sciences de la vie et de la terre
Université de la Réunion - Le Tampon,Le Tampon,974.0,False,Licence_Las,: Université de la Réunion - Le Tampon
Lycée professionnel Raoul Follereau,Belfort,90.0,True,BTS,Gestion des transports et logistique associée
Lycée professionnel des Coteaux,Cannes,6.0,True,BTS,Management Commercial Opérationnel
Lycée Institut Lemonnier,Caen,14.0,True,BTS,Conception et Réalisation de Systèmes Automatiques
Université Paris 8,Saint-Denis,93.0,False,Licence,Etudes théâtrales
Sorbonne université,Paris  6e  Arrondissement,75.0,False,Licence_Las,Philosophie
Aix-Marseille Université - Site de Marseille Luminy,Marseille  9e  Arrondissement,13.0,False,Licence_Las,Tronc commun- (Site de Luminy)
Sorbonne université,Paris  6e  Arrondissement,75.0,True,Licence,SCIENCES ET MUSICOLOGIE
CREPS de Dijon - Antenne de Besançon,Besançon,25.0,True,Autre formation,Spécialité Educateur sportif - Mention Activités aquatiques et de la natation
Lycée Sainte Ursule,Caen,14.0,True,BTS,Comptabilité et gestion
Aix-Marseille Université - Site de Marseille Colbert,Marseille  1er Arrondissement,13.0,False,Licence_Las,Administration économique et sociale – Economie et gestion - Gestion
IUT GRAND OUEST NORMANDIE - Pôle de Caen - Site de Caen,Caen,14.0,True,BUT,Génie biologique parcours sciences de l'environnement et écotechnologies
IUT GRAND OUEST NORMANDIE - Pôle de Caen - Site de Caen,Caen,14.0,True,BUT,Génie biologique parcours biologie médicale et biotechnologie
Campus de Bourg-en-Bresse - Université Lyon 3,Bourg-en-Bresse,1.0,False,Licence_Las,Droit.
Université Paris- Est-Créteil Val de Marne - UPEC (Paris 12),Créteil,94.0,True,Licence,International Chimie-Biologie
Lycée professionnel Pierre Latecoere,Istres,13.0,True,Autre formation,Technicien(ne) réseaux et services numériques
Lycée professionnel Pierre Latecoere,Istres,13.0,True,Autre formation,Technicien réseaux très haut débit fibre optique
"Université de Caen Normandie - Campus Alençon - UFR de Droit, AES et Administration publique",Damigny,61.0,False,Licence_Las,Droit
Université d'Amiens,Amiens,80.0,False,Licence_Las,Sciences pour la santé
Université de Brest - Site de Quimper,Quimper,29.0,False,Licence,LLCER Anglais : Université de Brest - Site de Quimper
Lycée Paul Cornu,Lisieux,14.0,True,BTS,Comptabilité et gestion
Lycée Paul Cornu,Lisieux,14.0,True,BTS,Etudes de réalisation d'un projet de communication - 1ère année commune
Université Sorbonne Paris Nord - Antenne de Bobigny,Bobigny,93.0,False,PASS,Parcours d'Accès Spécifique Santé (PASS)
Université de Montpellier,Montpellier,34.0,False,Licence_Las,Droit (Faculté de Droit et Science Politique)
Université de Pau et des pays de l'Adour - Collège STEE (Pau),Pau,64.0,False,Licence_Las,Sciences de la vie
Université d'Amiens,Amiens,80.0,False,Licence_Las,Sciences Sociales
Unité de Formation et de Recherche de Médecine Université Clermont Auvergne,Clermont-Ferrand,63.0,True,IFSI,Certificat de capacité d'Orthophoniste
Université de Caen Normandie,Caen,14.0,False,Licence,Informatique
Université de Montpellier,Montpellier,34.0,False,Licence_Las,Economie (Faculté d'Economie)
Université de Poitiers,Poitiers,86.0,False,Licence_Las,Chimie
Université de Caen Normandie,Caen,14.0,False,Licence,Physique
Université de Caen Normandie,Caen,14.0,False,Licence,Chimie
Université de Brest,Brest,29.0,False,Licence,"LEA Anglais, Chinois : Université de Brest"
Université Côte d'Azur,Nice,6.0,False,Licence_Las,Sciences et Techniques des Activités Physiques et Sportives
Université de Caen Normandie,Caen,14.0,False,Licence,Sciences de la terre
Université de Rennes (EPE) - Site de Saint-Brieuc,Saint-Brieuc,22.0,False,PASS,Parcours d'Accès Spécifique Santé (PASS)
Lycée Georges Dumezil,Vernon,27.0,True,BTS,Professions immobilières
Université de Caen Normandie,Caen,14.0,False,Licence,Sciences et Techniques des Activités Physiques et Sportives
Externat Saint Joseph de Cluny,Cayenne,973.0,True,BTS,Assurance
Université de Caen Normandie,Caen,14.0,False,Licence,Arts du spectacle
Université de Nîmes,Nîmes,30.0,False,Licence_Las,Droit
"Université Paris-Saclay, Campus d'Orsay",Orsay,91.0,True,Licence,"Licence Double-Diplôme Informatique, Mathématiques"
Université Paris- Est-Créteil Val de Marne - UPEC (Paris 12),Créteil,94.0,False,Licence_Las,Sciences pour la santé
Université de Caen Normandie,Caen,14.0,False,Licence,Allemand
South Champagne Business School - Campus de Charleville-Mézières,Charleville-Mézières,8.0,True,Ecole de Commerce,Bachelor en Management (BeM)
Université Sorbonne Paris Nord - Antenne de Bobigny,Bobigny,93.0,False,PASS,Dispensée à l'Université Paris 8
Lycée Marie Curie,Vire Normandie,14.0,True,BTS,Opticien-Lunetier
Université Sorbonne Paris Nord - Antenne de Bobigny,Bobigny,93.0,False,PASS,Dispensée à l'Université de Cergy
"Université Paris-Saclay, Campus d'Orsay",Orsay,91.0,True,Licence,"Licence Double-Diplôme Chimie, Sciences de la Vie"
Université des Antilles - Pôle Guadeloupe,Pointe-à-Pitre,971.0,False,PASS,Parcours d'Accès Spécifique Santé (PASS)
Université du littoral - Site de Saint-Omer,Longuenesse,62.0,False,Licence,Sciences et Techniques des Activités Physiques et Sportives
Institut Catholique de Paris (ICP)- Campus de Paris,Paris  6e  Arrondissement,75.0,True,Autre formation,Année de préparation aux études supérieures (A.P.E.S.)- Option Etudes européennes
Nantes Université,Nantes,44.0,True,Autre formation,Ingénierie Statistique
MFREO de Maltot,Maltot,14.0,True,BTS,Technico-commercial - Spécialité alimentation et boisson
"Institut Catholique de Lille-Faculté de Gestion, Economie et Sciences",Lille,59.0,False,Licence,Sciences du développement durable Convention avec l’UPHF
Université de Lille,Lille,59.0,False,PASS,Parcours d'Accès Spécifique Santé (PASS)
INSA Rennes,Rennes,35.0,True,Ecole d'Ingénieur,Double diplôme -  Parcours MICA (Mathématiques Informatique Civil et Automatique)
PIKTURA (anc. POLE 3D),Roubaix,59.0,False,Licence,Création numérique - Concepteur-réalisateur numérique - Options Animation 2D/Animation 3D-FX/Jeux vidéo/Illustration
Lycée Notre Dame De Nazareth,Douvres-la-Délivrande,14.0,True,Autre formation,Hôtellerie restauration
Université de Strasbourg,Strasbourg,67.0,False,Licence_Las,Mathématiques et Santé
Le Mans Université,Le Mans,72.0,False,Licence_Las,Histoire
Lycée Louis Thuillier,Amiens,80.0,True,Autre formation,Classe préparatoire aux études supérieures - Arts
Lycée La Fayette,Clermont-Ferrand,63.0,True,BTS,"Cybersécurité, Informatique et réseaux, ELectronique - Option A : Informatique et réseaux"
ISEN Yncrea Ouest Caen,Caen,14.0,True,Ecole d'Ingénieur,Bacs généraux - 2 Sciences
Ecole d'ingénieurs privée ECAM EPMI,Grasse,6.0,True,Ecole d'Ingénieur,Bac STI2D
Lycée Dumont d'Urville Laplace,Caen,14.0,True,BTS,Management économique de la construction
Lycée Joseph Marie Jacquard,Caudry,59.0,True,BTS,Conception des processus de réalisation de produits (1ère année commune)
Université Paris Cité,Paris  6e  Arrondissement,75.0,False,Licence_Las,Sciences sociales
Université Paris Cité,Paris  6e  Arrondissement,75.0,False,Licence_Las,LLCER Etudes vietnamiennes
Université Paris Cité,Paris  6e  Arrondissement,75.0,False,Licence_Las,LLCER Etudes Chinoises
Université Paris Nanterre,Nanterre,92.0,True,Licence,"Double diplôme Licence mention Humanités [Humanités et arts du spectacle] - Diplôme d'université (DU) Cultures, langues et rhétorique 1"
Lycée de Raoul Georges NICOLO,Basse-Terre,971.0,True,BTS,Travaux publics
Lycée professionnel Louis Bleriot,Trappes,78.0,True,BTS,Maintenance des systèmes - option A Systèmes de production
Lycée de Petite Terre,Pamandzi,976.0,True,BTS,Management opérationnel de la sécurité
Lycée professionnel Raymond Cortat,Aurillac,15.0,True,Autre formation,Animation-gestion de projets dans le secteur sportif
Lycée professionnel Turquetil,Paris 11e  Arrondissement,75.0,True,Autre formation,Maroquinerie / Gainerie / Sellerie de luxe
ENILV - Georges Pompidou,Aurillac,15.0,True,BTS,"QUalité, ALimentation, Innovation et Maîtrise Sanitaire (BioQUALIM) aliments et processus technologiques"
Université d'Amiens,Amiens,80.0,False,PASS,Antenne à BOULOGNE-SUR-MER (62)
Lycée de la Communication Saint Géraud,Aurillac,15.0,True,BTS,Communication
INALCO,Paris,75.0,False,Licence_Las,Parcours Russie - Russe
Université Savoie Mont Blanc - Bourget-du-Lac,Le Bourget-du-Lac,73.0,False,Licence_Las,Parcours Physique (tronc commun MPC : Mathématiques Physique Chimie)
I.U.T Clermont Auvergne - site d'Aurillac,Aurillac,15.0,True,BUT,Génie biologique Parcours agronomie
Université Savoie Mont Blanc - Bourget-du-Lac,Le Bourget-du-Lac,73.0,False,Licence_Las,(tronc commun MISPI : Mathématiques Informatique Sciences pour l'ingénieur)
Université Savoie Mont Blanc - Bourget-du-Lac,Le Bourget-du-Lac,73.0,False,Licence_Las,Géographie et aménagement
Institut national universitaire Champollion,Albi,81.0,False,Licence_Las,Sciences de la vie
Université de Lille,Lille,59.0,False,PASS,Parcours d'Accès Spécifique Santé (PASS)
Lycée St Joseph - LaSalle Lorient,Lorient,56.0,True,BTS,parcours Marine Nationale / Maistrance-défense
Lycée St Joseph - LaSalle Lorient,Lorient,56.0,True,BTS,parcours Marine Nationale / Maistrance-défense
Lycée professionnel Charles de Gonzague,Charleville-Mézières,8.0,True,BTS,Bâtiment
Université Toulouse 3 Paul Sabatier,Toulouse,31.0,False,PASS,"Géographie, Aménagement et Environnement"
I.U.T. Thionville-Yutz - Université de Lorraine,Yutz,57.0,True,BUT,Hygiène Sécurité Environnement
ES Vichy,Vichy,3.0,True,BTS,Commerce International
INSTA,Paris  5e  Arrondissement,75.0,True,BTS,Services informatiques aux organisations
Lycée professionnel Charles De Bovelles,Noyon,60.0,True,BTS,Management opérationnel de la sécurité
SupBiotech Lyon,Lyon 3e  Arrondissement,69.0,True,Ecole d'Ingénieur,Bac STL
MFR Education Orientation des Charentes,Cherves-Richemont,16.0,True,BTS,"Analyse, conduite et stratégie de l'entreprise agricole"
Lycée professionnel Gabriel Peri,Toulouse,31.0,True,BTS,Négociation et digitalisation de la Relation Client
Lycée Pardailhan,Auch,32.0,True,BTS,Services informatiques aux organisations
Lycée Issec Pigier,Toulouse,31.0,True,BTS,Comptabilité et gestion
Lycée Image et Son,Angoulême,16.0,True,BTS,Métiers de l'audio-visuel opt : gestion de la production
I.U.T. Angoulême,Angoulême,16.0,True,BUT,Génie électrique et informatique industrielle
I.U.T. Angoulême,Angoulême,16.0,True,BUT,Métiers du multimédia et de l'internet
IDELCA Business School,Jacou,34.0,True,BTS,Management Commercial Opérationnel
IDELCA Business School,Jacou,34.0,True,BTS,Négociation et digitalisation de la Relation Client
ACFA multimédia,Montpellier,34.0,True,BTS,Métiers de l'audio-visuel opt : montage et post-production
ANTENNE I.F.R.T.S. BASTIA,Bastia,,True,EFTS,D.E Educateur Spécialisé
Lycée Maurice Merleau-Ponty,Rochefort,17.0,True,BTS,Services informatiques aux organisations
